id,ACTION
1,0.9421098008588729
2,0.9421098979398865
3,0.9421101509191699
4,0.9421100187782198
5,0.9421101071082315
6,0.9421100226648769
7,0.9421097852870398
8,0.9421103776499645
9,0.9421096215256503
10,0.9421099123313879
11,0.9421100777688602
12,0.9421098517563679
13,0.9421100489892259
14,0.9421094996942496
15,0.9421098806453072
16,0.9421099060482582
17,0.9421095004743355
18,0.9421097430742849
19,0.9421102310899947
20,0.9421102737665027
21,0.9421103213190395
22,0.9421098275865525
23,0.94211009716783
24,0.9421099118138998
25,0.942110275949604
26,0.942109845478454
27,0.9421099892996224
28,0.9421099525497361
29,0.9421099929532756
30,0.9421096836220099
31,0.9421100280341025
32,0.942109965550595
33,0.9421100189143178
34,0.9421100806864713
35,0.9421099784008309
36,0.9421100926321614
37,0.9421098524563645
38,0.9421102822104928
39,0.9421099958563125
40,0.9421097642654311
41,0.9421096070518414
42,0.942110084292952
43,0.9421100023172625
44,0.9421100581415662
45,0.9421101798566921
46,0.9421099634993064
47,0.942110246188801
48,0.9421100692002065
49,0.9421104551149868
50,0.9421100352575275
51,0.9421098467316689
52,0.9421100546064644
53,0.9421098363144979
54,0.9421101435358532
55,0.9421101958711745
56,0.9421101042004255
57,0.9421098794125661
58,0.9421101670608057
59,0.9421100801956379
60,0.9421102072245452
61,0.9421100728403862
62,0.942110312268744
63,0.9421100583084245
64,0.9421102114148876
65,0.9421103078190565
66,0.9421100451564611
67,0.9421099594009048
68,0.9421102529297628
69,0.9421099781828934
70,0.9421095152267592
71,0.9421100264912304
72,0.9421100254010237
73,0.9421101578694386
74,0.9421101586986284
75,0.9421100459930267
76,0.9421100434567905
77,0.942110192277431
78,0.9421098013003643
79,0.9421096987943703
80,0.9421101606372213
81,0.942110262908279
82,0.942110184492106
83,0.942110076863618
84,0.9421100858490262
85,0.9421100709461346
86,0.9421099817486401
87,0.9421100160687089
88,0.9421101531661866
89,0.9421101174088973
90,0.9421098425117901
91,0.9421099637825957
92,0.94210956789133
93,0.942110216649769
94,0.9421099933700076
95,0.9421100762708869
96,0.9421102140837924
97,0.9421095938476498
98,0.9421100546147667
99,0.942110059263587
100,0.94211022338717
101,0.9421099834797682
102,0.9421096942788931
103,0.9421101261574684
104,0.9421098825824568
105,0.9421097236815508
106,0.942110030360914
107,0.9421101196572395
108,0.9421100238872794
109,0.9421101196603945
110,0.9421101051679391
111,0.9421097498242857
112,0.9421100009976993
