id,ACTION
1,0.791674973622674
2,0.988896933355348
3,0.9991396234543864
4,0.995961900906181
5,0.9996181796571497
6,0.9957542712078326
7,0.9144921249614285
8,0.9998292465254018
9,0.9014581540265766
10,0.9872083013660501
11,0.9910156767348814
12,0.9908206392485497
13,0.9989259562919207
14,0.616198999476624
15,0.9618750029015524
16,0.9812707375190693
17,0.5491905020852739
18,0.9140755499398394
19,0.9993351282349707
20,0.9978261947617284
21,0.9950012020868444
22,0.9946929723116777
23,0.9985397357226442
24,0.9922349919603902
25,0.9996258435071866
26,0.9607328071134406
27,0.9988040920422551
28,0.9662591645284276
29,0.9932588604148828
30,0.9520672075036491
31,0.9982313962042251
32,0.9901428524446477
33,0.9676758842136453
34,0.9990752110541298
35,0.9970482625208881
36,0.9996599698548798
37,0.9892383044849523
38,0.9991403907717136
39,0.9975047147812262
40,0.94318635203118
41,0.804660175165713
42,0.9995447176787043
43,0.9953810667124843
44,0.9941471536701604
45,0.9984572770274242
46,0.9940392233798869
47,0.9997182307544908
48,0.9974549690096943
49,0.9996133613299477
50,0.9846705375283743
51,0.9075484219396293
52,0.9988255478161348
53,0.9567925032432446
54,0.9999600817785604
55,0.9978864354382826
56,0.9814017207321407
57,0.9855875243020275
58,0.999474413610527
59,0.998597808313913
60,0.9986091641795292
61,0.9993648938758896
62,0.9862859165871194
63,0.998320886404811
64,0.9990536687514717
65,0.9989397065698775
66,0.9898215951963298
67,0.9952330906697086
68,0.9998560980005159
69,0.985376082011152
70,0.6563374109662918
71,0.9899879612587036
72,0.9986887488939542
73,0.9995788163348336
74,0.9982844780487348
75,0.9971410936062304
76,0.9987855369580297
77,0.994485785006415
78,0.9332889903662549
79,0.6928841039653522
80,0.9953104298384994
81,0.9997412455100514
82,0.9970924058598059
83,0.99619074897150806
84,0.9983843576490113
85,0.9912071902927301
86,0.9799892913784928
87,0.9972503936165161
88,0.9966116885289518
89,0.998908075916191
90,0.8957918215897006
91,0.9921449785270611
92,0.8281490367899051
93,0.9970744122440112
94,0.971174806786479
95,0.9966178271798061
96,0.9973534201632374
97,0.6183110273150837
98,0.997737295904499
99,0.995645349214419
100,0.9985148439299926
101,0.9877215180516836
102,0.8910405144576821
103,0.9965008063925227
104,0.9963045127886494
105,0.8083119677433324
106,0.9984914708297189
107,0.9996520485394355
108,0.9935607380016832
109,0.9988907609602337
110,0.9967750494963026
111,0.9065874071988814
112,0.9977918121980126
113,0.9797949971261924
114,0.9982862250846805
115,0.9941268672175504
116,0.9827169281130147
117,0.982334964787836
118,0.9983228915983364
119,0.9991060188311613
120,0.9958760748688575
121,0.94116933607942
122,0.9933543307739772
123,0.971191781478418
124,0.9957743348319771
125,0.9988628977244349
126,0.900542283285716
127,0.9205211654707075
128,0.8563656217910781
129,0.960405737297766
130,0.9967942653526679
131,0.9986023734879604
132,0.99939214101386
133,0.9948828022125694
134,0.8315711262585943
135,0.9995934796052883
136,0.9889379272116222
137,0.9986289327507749
138,0.8827259392592851
139,0.9940404745385996
140,0.9998292465254018
141,0.9844248829622971
142,0.9804544590379476
143,0.9991175202337755
144,0.9951910154394625
145,0.999194080918889
146,0.8780547964938997
147,0.8158308451928462
148,0.8735238845824058
149,0.9996286680515586
150,0.9791769046648394
151,0.9995192422661318
152,0.727707349514767
153,0.9963772228585661
154,0.9691986994470517
155,0.9971437712784363
156,0.9879696514452333
157,0.9904328080401509
158,0.9995678814330885
159,0.8641523884331014
160,0.9918097430269355
161,0.8991531719809386
162,0.9953382347803481
163,0.9991796680262612
164,0.9935967029779526
165,0.9986390605956521
166,0.9999255646875682
167,0.9764890697194132
168,0.9954103448980621
169,0.9922647189049182
170,0.9999714920716257
171,0.998155503027335
172,0.9992946818058508
173,0.9775778395834739
174,0.9794557367346729
175,0.9965287656505201
176,0.999437064001474
177,0.9804996318312877
178,0.9961717873404801
179,0.9953736131785587
180,0.9623671200590397
181,0.8071660662627562
182,0.9975726744435771
183,0.7540015556362343
184,0.9525608155879027
185,0.9980089661584005
186,0.9566901479334298
187,0.9983559550545897
188,0.9872994747628118
189,0.6324105041557655
190,0.9881336623198012
191,0.9998674612682126
192,0.9948978214936144
193,0.9990758014080312
194,0.9988928534190622
195,0.9957044066647897
196,0.9989970074163526
197,0.998010375637676
198,0.9842831082765181
199,0.99928017273176
200,0.8205033844617123
201,0.9978306862701377
202,0.9964540880101649
203,0.986322938476253
204,0.987556358968654
205,0.9999199561403509
206,0.996641526087628
207,0.9989989142666487
208,0.9951847201044955
209,0.7479967727753745
210,0.720080640664099
211,0.9465905038930525
212,0.9919294676540812
213,0.9999566452597298
214,0.9926146382699444
215,0.9955350684064629
216,0.9581518940981052
217,0.9667092126946952
218,0.9993302382301399
219,0.9939630271864486
220,0.9863820722456077
221,0.43669821310656426
222,0.9997174600022111
223,0.9998666666666667
224,0.9964666815796107
225,0.9717636122401081
226,0.9124290350293862
227,0.9752682618436552
228,0.9980092906425133
229,0.9993447013734905
230,0.9958336529884754
231,0.9960807058232836
232,0.9847653981015722
233,0.9594619709593529
234,0.18898722140093965
235,0.8984125236724105
236,0.9932136846155764
237,0.9905322400852414
238,0.9769673855768554
239,0.9696467306053992
240,0.9988972682795904
241,0.9929930412876613
242,0.5915323686220881
243,0.6839901419131978
244,0.9865980292293252
245,0.9971116969471945
246,0.9971080632120758
247,0.9956751281208125
248,0.9663013446773281
249,0.9895228010475122
250,0.9988358046604903
251,0.9982843309429222
252,0.7594709098736032
253,0.999944333725881
254,0.9999600817785604
255,0.9999299475224555
256,0.9782320012420507
257,0.9986503650638654
258,0.9816976521545241
259,0.9806353251581599
260,0.9993028494809026
261,0.9919926588400332
262,0.9895839802055983
263,0.9947525637140564
264,0.9986612857811641
265,0.9999037031789041
266,0.9951726979548582
267,0.8926354726709567
268,0.9993709439273314
269,0.9722707206885998
270,0.998791243127275
271,0.9951126199344917
272,0.9948820716320717
273,0.9936628279790185
274,0.5432981788668013
275,0.999089898287426
276,0.9502523081273025
277,0.9972626255627798
278,0.999919719826267
279,0.8794612664347676
280,0.8774905456864774
281,0.9997036748414159
282,0.9969740997508573
283,0.747328698366524
284,0.9830273790320082
285,0.9956679758178302
286,0.9712849857617789
287,0.9992431563884012
288,0.9980413766143819
289,0.997260759633949
290,0.9997759254011263
291,0.48342588864301694
292,0.8792591122534928
293,0.998082439964688
294,0.9907207032189526
295,0.9965809491778599
296,0.7572136128731691
297,0.5606978857004957
298,0.9867207615593655
299,0.7021388785934347
300,0.9938962710665691
301,0.7124926286255931
302,0.9998798949369863
303,0.9069352411149562
304,0.8293214447561477
305,0.9968415289270824
306,0.9954983862038365
307,0.9912071902927301
308,0.9997651702967193
309,0.9790293961234023
310,0.9958100388756967
311,0.999079106027794
312,0.9966250940238243
313,0.997206096659151
314,0.9993079476440445
315,0.9999499375274529
316,0.9993955320267308
317,0.937450614376911
318,0.9984327983131306
319,0.38753802060950937
320,0.9952984310840219
321,0.993135519676529
322,0.7491787569260416
323,0.9997922329577102
324,0.9862988208487399
325,0.8642118860221416
326,0.9095850768458412
327,0.9770231034523922
328,0.9990049811091789
329,0.9978402786882978
330,0.9987419187088326
331,0.9997468487882789
332,0.9938898323337353
333,0.9977842310342555
334,0.9738734605579353
335,0.9980901496187425
336,0.9901171522735166
337,0.9979362806969794
338,0.9857377788161991
339,0.9959814704919402
340,0.9989413816627051
341,0.9913993577507269
342,0.9940404223934004
343,0.9904436022196561
344,0.9993168219611701
345,0.995221260716988
346,0.9980006612734938
347,0.9958486728333028
